publishedAt,title,videoId
2023-08-11T19:00:33Z,This is the hardest part about making friends as an adult | Mel Robbins #Shorts,fJeZ-aRBVA8
2023-08-10T19:00:09Z,How To Spot A Liar According To A Body Language Expert,BFf8BcOC29c
2023-08-10T09:00:21Z,Be Confident: Use Body Language to Boost Your Influence & Income | Mel Robbins Podcast [ENCORE],Vl8vAJ42R80
2023-08-09T19:00:09Z,How to make your life easier | Mel Robbins #Shorts,N2gOm2Wketk
2023-08-07T19:00:34Z,3 “Micro” Habits That Improve Your Brain From a Psychiatrist EP 90 IG Reel Final,s60wXCaGHOc
2023-08-07T09:00:14Z,"A Better Brain: 3 Habits for Productivity, Memory, and Longevity | Mel Robbins Podcast [ENCORE]",MClMLEfq5Og
2023-08-06T19:00:04Z,An Amazing Way To Look At Love | Mel Robbins #Shorts,9Ky2nLSB2xE
2023-08-04T19:33:00Z,There is no such thing as mixed signals | Mel Robbins #Shorts,sss1eHdu224
2023-08-03T19:00:05Z,My kids just made my husband cry | Mel Robbins #Shorts,4QTWS3hoX1M
2023-08-03T09:00:37Z,5 Easy Tips to Reduce Conflict With the Ones You Love | Mel Robbins Podcast [ENCORE],vYosLcfByvg
2023-07-31T19:00:20Z,You should always take phone calls walking (according to a neuroscientist) | Mel Robbins #Shorts,PUa-87Nkywk
2023-07-31T09:00:15Z,Neuroscientist Reveals The Shocking Science & Benefits of Taking a Simple Walk | Mel Robbins Podcast,MltZxgejfKI
2023-07-30T19:00:29Z,You are destined for MORE | Mel Robbins #Shorts,h7zTkJN8r7o
2023-07-28T19:00:14Z,Start fanning the flame of your dreams TODAY | Mel Robbins #Shorts,L4AfAoWZJJw
2023-07-27T09:00:21Z,How to Hack Your Hormones and Use Science to Lose Weight and Sleep Better | The Mel Robbins Podcast,_jt-924PLJI
2023-07-26T19:00:08Z,3 Kinds of love others can show you | Mel Robbins #Shorts,JR_7ZruGZBU
2023-07-24T09:00:02Z,Understanding Yourself: The #1 Thing You Need To Do To Live an Authentic Life | Mel Robbins Podcast,1klDVUw31ro
2023-07-23T19:00:32Z,Design a life you LOVE | Mel Robbins #Shorts,yx9ggh4g3gQ
2023-07-21T19:00:11Z,This is the fastest way to override your mind | Mel Robbins #Shorts,SFFDuGKHxco
2023-07-20T09:00:35Z,A Masterclass on Dealing with Change: A 3-Step Process | The Mel Robbins Podcast,lUvC-E3YSxE
2023-07-19T19:00:20Z,My Theory On People Who Post #Blessed | Mel Robbins #Shorts,hmDJ4BUrjaE
2023-07-17T09:00:28Z,Mindset Flip: Getting Real About Your Relationship With Alcohol | The Mel Robbins Podcast,rmBj6ngdlLw
2023-07-16T19:00:19Z,Most issues you face in life can be solved with one of these 3 things | Mel Robbins #Shorts,y9usx1Ijwis
2023-07-14T19:15:01Z,Harvard Professor Gives Amazing Advice on Getting Unstuck | Mel Robbins #Shorts,qkVitSbdT_c
2023-07-13T09:00:08Z,Repairing a Broken Relationship: It’s Not Too Late | The Mel Robbins Podcast,HQ_f99U6O9w
2023-07-12T19:00:30Z,Stop trying to change other people | Mel Robbins #Shorts,Z0rwRGezROE
2023-07-10T09:00:20Z,Where Did All My Friends Go? A Simple Guide to Finding Your People | The Mel Robbins Podcast,drgexn10QPE
2023-07-09T19:00:07Z,Stop Avoiding The Things That Feel Hard | Mel Robbins #Shorts,FrwosIbY9q0
2023-07-07T19:00:32Z,You Don't Have To Have All The Answers | Mel Robbins #Shorts,oJ2DURFxsUs
2023-07-06T09:00:03Z,2 Powerful Tools to Create Healthy Connections | The Mel Robbins Podcast [ENCORE],2rJ9n6Wix3Q
2023-07-05T19:00:10Z,This is what living with ADHD looks like | Mel Robbins #Shorts,LthEy9Jv3rY
2023-07-03T09:00:24Z,Start Loving Yourself With THIS Simple Habit In The Morning | The Mel Robbins Podcast [ENCORE],j8DyaeaHrWU
2023-07-02T19:00:10Z,Changing your life isn't supposed to be easy | Mel Robbins #Shorts,T1n8JQxABUM
2023-06-30T19:00:32Z,This is the simplest way to change your life | Mel Robbins #Shorts,xu68TvOlLSM
2023-06-29T09:00:08Z,The REAL Formula For Success and Happiness | The Mel Robbins Podcast,8N9_OYj1qv0
2023-06-28T19:00:00Z,The Let Them Theory  Will Change Your Life | Mel Robbins #Shorts,0nvIcyON0p0
2023-06-26T09:00:14Z,Don’t Take Life Too Seriously: How to Have More Fun | The Mel Robbins Podcast,V6pOQBBHYXc
2023-06-25T19:00:20Z,The REAL secret to happiness | Mel Robbins #Shorts,ybGFky83_Mg
2023-06-23T19:00:33Z,No Complaining Challenge | Mel Robbins #Shorts,sLtfwrIY6-w
2023-06-22T09:00:35Z,Harvard Doctor Reveals Why You Have Cravings and How to Stop Them | The Mel Robbins Podcast,rPextTZy5C4
2023-06-21T19:00:15Z,Research Proves Your Instincts Are Always Right | Mel Robbins #Shorts,hnWa0b8oNuw
2023-06-19T09:00:00Z,The TRUTH About ADHD in Adults | The Mel Robbins Podcast,0R0xhDNPfwU
2023-06-18T19:00:01Z,Stop saying you don’t have time!! | Mel Robbins #Shorts,11E3nXzM3-k
2023-06-16T19:00:18Z,Stop being angry at people who aren't supportive of your goals | Mel Robbins #Shorts,YJfX1l76P1s
2023-06-15T09:00:04Z,Harvard Professor Says THIS Is the Secret to Success (It’s Not What You Think) | Mel Robbins Podcast,5_iGYo44_C8
2023-06-14T19:00:08Z,How to spot a liar (from FBI-trained expert) | Mel Robbins #Shorts,MvOfjzeJElg
2023-06-12T09:00:08Z,The Science of Gratitude & 6 Surprising Ways You’re Getting It Wrong | Mel Robbins,CWuRB0XuIgA
2023-06-11T19:00:17Z,Stop letting your MOOD dictate your ACTIONS | Mel Robbins #Shorts,vFSCb8FXqAc
2023-06-09T19:00:20Z,4 Simple things to tell someone you love | Mel Robbins #Shorts,PSrtkzTEYwg
2023-06-08T09:00:14Z,Your Setbacks Are Setting You UP for Something Better | The Mel Robbins Podcast [ENCORE],K-qcadoZ5VI
2023-06-07T19:00:18Z,Your Problems Are All Connected | Mel Robbins #Shorts,dgkv8Mjz-lM
2023-06-05T09:00:07Z,3 Truths About Making Your DREAMS a REALITY | The Mel Robbins Podcast [ENCORE],Fe_8vQPUlIo
2023-06-04T19:00:06Z,Watch this if you did NOTHING today | Mel Robbins #Shorts,9vevkB8Q4jw
2023-06-02T19:00:15Z,STOP Waiting To Become The Person You Want To Be | Mel Robbins #Shorts,_16pAibyGKc
2023-06-01T09:00:12Z,How to Get From Here to There: A Framework for Creating the Life You Want | The Mel Robbins Podcast,LKNBwfxZfyM
2023-05-30T19:00:00Z,Love true crime shows? Your past trauma is the reason. | Mel Robbins #Shorts,0YYRJAkpDE8
2023-05-29T09:00:17Z,The ONE Trick You Need to Master to Live a Peaceful and Fulfilled Life | The Let Them Theory,d4z5C8G32AY
2023-05-26T19:00:06Z,Don't let fear rob you of your dreams | Mel Robbins #Shorts,HEOu4-NOVow
2023-05-25T09:00:37Z,6 Signs You’re Disconnected From Your Power and How to Get It Back | The Mel Robbins Podcast,sBJrZjZ_TJk
2023-05-23T19:00:26Z,Why People Get So Defensive When You Try To Help | Mel Robbins #Shorts,XZbq_bvOdEw
2023-05-22T09:00:11Z,4 Simple Ways to Stop Caring What Others Think of You | The Mel Robbins Podcast,MkpQDBfPv7k
2023-05-19T19:00:20Z,Let Them Theory | Mel Robbins #Shorts,sEDZwG6bFss
2023-05-18T09:00:00Z,A Yale Psychologist Explains Why Teens are Spiraling (It’s Not What You Think) | Mel Robbins Podcast,0QI2BQmnsH8
2023-05-17T20:01:41Z,Best National Anthem Performance Ever - Kendall Robbins at USC Graduation Ceremony 2023,wo_VTU4pxrU
2023-05-16T19:00:08Z,"If you’re having a slow morning like I am today, good for you!! | Mel Robbins #Shorts",Nb0-88OSJxE
2023-05-15T09:00:41Z,Feeling Stuck Right Now? Stop Looking In The Wrong Place | The Mel Robbins Podcast,zb9yteXYOzc
2023-05-12T19:00:26Z,Don’t get caught up in thinking about what to do with your life | Mel Robbins #Shorts,fqwcucHvNPI
2023-05-11T09:00:00Z,How to Read Body Language to Get What You Want | The Mel Robbins Podcast,06qk0mxg3GA
2023-05-09T19:00:18Z,Stop settling | Mel Robbins #Shorts,mS4mfZy6hQs
2023-05-08T09:00:37Z,Should You Trust Your Gut Instinct? | The Mel Robbins Podcast,zTt-IGK-dm8
2023-05-05T19:00:30Z,Shoot your shot | Mel Robbins #Shorts,nsAU_6HT3DQ
2023-05-04T09:00:13Z,"If You Got Your Heart Broken, You Need To Hear This! | The Mel Robbins Podcast",Qq3k1_jzxwo
2023-05-02T19:00:01Z,Create a life worth fighting for | Mel Robbins #Shorts,aC-BosXgMGA
2023-05-01T09:00:23Z,What Every Stressed Out Person Needs to Hear | The Mel Robbins Podcast,XWyXecMJNBs
2023-04-28T19:00:30Z,Stop holding yourself back | Mel Robbins #Shorts,gUHRrX44NsM
2023-04-27T09:00:28Z,The Truth About Money and Why We Have It All Wrong | The Mel Robbins Podcast,yHuXPsw6h7Y
2023-04-25T19:00:30Z,"BEFORE you hit snooze, watch this! | Mel Robbins #Shorts",rGsLHMytWnU
2023-04-24T09:00:04Z,"How to Get Confident, Beat Your Insecurities, and Overcome Fear | The Mel Robbins Podcast",512w8shwJTE
2023-04-21T19:00:00Z,Are You a Revenge Procrastinator? Watch This. | Mel Robbins #Shorts,16E1J2oW2Y8
2023-04-20T09:00:35Z,How to Stop Screwing Yourself Over | The Mel Robbins Podcast,pAcjVWJc2x8
2023-04-18T19:00:15Z,Keep showing up | Mel Robbins #Shorts,hs8Yj08-LbM
2023-04-17T09:00:15Z,From Chaos to Calm: 5 Easy Steps to Organize Your Life and Home,HdPeIk8R26o
2023-04-14T19:00:07Z,This is the SINGLE best way to love someone… | Mel Robbins #Shorts,N-wrNc95Jn8
2023-04-13T09:00:38Z,Surprising Signs of Anxiety and How to Heal It | The Mel Robbins Podcast,yuy9VVY2Snc
2023-04-11T19:00:02Z,"If you want the rainbow, stop complaining about the rain | Mel Robbins #Shorts",2ZdxICjAZXo
2023-04-10T09:00:12Z,Anxiety Toolkit: Understanding Its Effects On Your Mind and Body | The Mel Robbins Podcast,G0P2L1BbkP0
2023-04-07T19:00:13Z,What’s meant for you can’t miss you! | Mel Robbins #Shorts,LOHUPNgQ184
2023-04-06T09:00:20Z,Feeling Used? 5 Ways to Take Your Power Back | The Mel Robbins Podcast,cZ0wXDFtk3w
2023-04-04T19:00:08Z,The best days of your life are ahead of you | Mel Robbins #Shorts,B_mbGRhsRQo
2023-04-03T09:00:11Z,Steps You Need to Protect Your ENERGY and Create a Positive Life | The Mel Robbins Podcast,Bdcjq9OoPts
2023-03-31T19:00:25Z,Forget confidence. You need courage. | Mel Robbins #Shorts,dbBrFOoIJYE
2023-03-30T09:00:39Z,One Powerful Hack to Live a Meaningful Life | The Mel Robbins Podcast,z3GXIfIEJok
2023-03-28T19:00:08Z,My favorite way to practice mindfulness | Mel Robbins #Shorts,NWSnmLYdm_Y
2023-03-27T09:00:05Z,Difficult Conversations: Why You Need Them and When to Have Them | The Mel Robbins Podcast,BTs4nJu_QgU
2023-03-24T19:00:24Z,Relationships are so much more than just falling in love | Mel Robbins #Shorts,r2Hc-i5d0K4
2023-03-23T09:00:10Z,Reset Your Health: Stop Feeling Like Crap with Dr. Mark Hyman MD | The Mel Robbins Podcast,BA1evuRjdHo
2023-03-21T19:00:19Z,The storm will pass | Mel Robbins #Shorts,tLwLORNXa-A
2023-03-20T09:00:06Z,Feeling Overwhelmed? How to Tap Into Your Power and Feel Calmer | The Mel Robbins Podcast,7PFUbb56Xfg
2023-03-17T19:00:04Z,Mel Robbins' Million Dollar Morning Routine | #Shorts,5iYzm80xqY8
2023-03-16T09:00:38Z,How to Deal With Betrayal and Take Your Power Back | The Mel Robbins Podcast,y0xShs1P950
2023-03-14T19:00:00Z,Start acting like the person you want to become | Mel Robbins #Shorts,28CjfHunk7c
2023-03-13T09:00:13Z,This is Why You're Not Happy and How to Fix It | The Mel Robbins Podcast,Nqs6I2kMW8M
2023-03-10T20:00:03Z,The Surprising Secret to Creating an Awesome Morning Routine | Mel Robbins #Shorts,6McZH6OJnbU
2023-03-09T10:00:20Z,How To Reinvent Your Life Starting TODAY | The Mel Robbins Podcast,IoOCnMEYSEg
2023-03-08T20:00:14Z,How to Ask For the Money You Deserve: A Message For All Women | Mel Robbins #Shorts,KbN7MAYMgLU
2023-03-06T10:00:36Z,A Toolkit for Confidence: How to Build UNSHAKABLE Self Confidence | The Mel Robbins Podcast,kMtNkJcJn3M
2023-03-03T20:00:01Z,If you're watching this and you're still in bed... GET UP! | Mel Robbins #Shorts,3yc--dHo4Cg
2023-03-02T10:00:23Z,How to Get Freedom From Self-Doubt with Lewis Howes | The Mel Robbins Podcast,OAyVovOO3-c
2023-02-28T20:00:12Z,It’s never too late to become the person you’re meant to be | Mel Robbins #Shorts,e8Mu9EgmaF4
2023-02-27T10:00:26Z,Start Putting Yourself First: Tools to Say No Without Guilt or Drama | The Mel Robbins Podcast,UVPhdG_w3u0
2023-02-24T20:00:09Z,5 Things you should never do for your mental health | Mel Robbins #Shorts,FP6wkxjsQHg
2023-02-23T10:00:16Z,Hate Your Job? Laid Off? Reimagine Your Future & Take the Next Right Step | The Mel Robbins Podcast,ZZ1GWfsz8Ic
2023-02-21T20:00:12Z,Drop the guilt | Mel Robbins #Shorts,r4jEqrdE12U
2023-02-20T10:00:10Z,The Reason You Procrastinate Is Not What You’re Thinking | The Mel Robbins Podcast,G8r_F-xR3Ig
2023-02-17T20:00:04Z,3 Habits to improve your mental health | Mel Robbin #Shorts,Gw6-lOeE_uo
2023-02-16T10:00:30Z,"If You Struggle With Anxiety, You Need To Hear This | The Mel Robbins Podcast",br1gy1sShHE
2023-02-14T20:00:19Z,3 Truths you need to accept about other people | Mel Robbins #Shorts,x25POXSYUpI
2023-02-13T10:00:24Z,The Million Dollar Morning Routine: 6 Steps to a Solid Morning Routine | The Mel Robbins Podcast,sHjI-ktwiyc
2023-02-10T20:00:02Z,Get your butt out of bed | Mel Robbins #Shorts,8E3fcS6IQvU
2023-02-09T10:00:12Z,How to Find Your Purpose and Achieve Your Dreams With Jamie Kern Lima | The Mel Robbins Podcast,L4egtvSr_SI
2023-02-07T20:00:14Z,Feeling stuck? Do THIS immediately. | Mel Robbins #Shorts,PrFGm2kjiC0
2023-02-06T10:00:33Z,The #1 Hack for Being More Productive Tomorrow | The Mel Robbins Podcast,eCsXE4Dlulg
2023-02-04T16:30:03Z,"Understanding Your Anxiety, How To Stop It, & Breathing Techniques To Calm Your Body | Mel Robbins",P0aV8WZr-uE
2023-02-03T20:00:10Z,THIS is the video you need to see today | Mel Robbins #Shorts,cWAy7ZKDfGE
2023-02-02T10:00:35Z,"The Truth About Love: How to Find It, Keep It, and Let It Go With Jay Shetty | Mel Robbins Podcast",qN06K97RR9o
2023-01-31T20:00:21Z,This is the secret to getting things done | Mel Robbins #Shorts,jlIQV5nbY6o
2023-01-30T10:00:16Z,How To Know If Your Relationship Is Over & 6 Pieces Of Advice To Make It Work | Mel Robbins Podcast,X9OIlAHm-3Q
2023-01-27T20:00:04Z,Stay in your peace and take your power back | Mel Robbins #Shorts,EAVVp-LFFYI
2023-01-26T10:00:12Z,3 Surprising Reasons Why You Have No Childhood Memories ft. Dr. Nicole LePera | Mel Robbins Podcast,E8MxNR9bmHM
2023-01-24T08:00:03Z,5 Words that will change your life | Mel Robbins #Shorts,40qZO5IZhZA
2023-01-23T10:00:24Z,3 Proven Methods to Heal Trauma and Rewire Your Nervous System,etmtcooHY_g
2023-01-20T20:00:08Z,Try THIS Mindfulness Hack | Mel Robbins #Shorts,H4fPSW1APEk
2023-01-19T10:00:34Z,Mindset Reset: Take Control of Your Mental Habits | The Mel Robbins Podcast,ufQEqi4LUZ4
2023-01-17T20:00:05Z,5 Lies about adult friendship | Mel Robbins #Shorts,962x654_9EM
2023-01-16T10:00:18Z,The Ultimate Guide to Making New Habits STICK | The Mel Robbins Podcast,LN5-RKWPeeI
2023-01-13T20:00:27Z,Where did all my friends go? Watch this | Mel Robbins #Shorts,niDqIaRo-jA
2023-01-12T10:00:06Z,The Ultimate Toolkit for CREATING New Habits: The Science Made Easy | The Mel Robbins Podcast,DPMvfxjbvw4
2023-01-10T20:00:16Z,Stop Sugar Coating The Truth | Mel Robbins #Shorts,bw7GaAQg6kA
2023-01-09T10:00:20Z,"Feel like quitting? Me too. Before you give up, listen to this. | The Mel Robbins Podcast",oYfkwF9gvPg
